,source,target,direction,intensity,lang_usage
1164,40,18,mutual,2,1
1165,40,28,out,0,1
1166,40,27,mutual,4,8
1167,40,33,mutual,1,1
1168,40,35,mutual,5,1
1169,40,9,mutual,3,1
1170,40,11,in,1,1
1171,40,41,mutual,1,1
1172,40,39,mutual,1,1
1173,40,13,mutual,3,1
1174,40,6,mutual,1,1
1175,40,5,mutual,3,1
1176,40,23,mutual,1,1
1177,40,34,mutual,3,1
1178,40,2,in,1,1
1179,40,30,mutual,0,1
1180,40,14,mutual,1,1
1181,40,38,mutual,1,1
1182,40,8,mutual,3,1
1183,40,7,mutual,5,1
1184,40,37,mutual,1,1
1185,40,3,in,2,1
1186,40,36,mutual,1,1
1187,40,31,mutual,0,1
1188,41,20,in,1,0
1189,41,22,out,2,0
1190,41,16,out,1,0
1191,41,24,in,4,0
1192,41,19,in,2,0
1193,41,15,in,3,0
1194,41,25,in,3,0
1195,41,26,in,4,0
1196,41,1,in,1,0
1197,41,12,in,3,0
1198,41,10,in,3,0
1199,41,40,out,2,0
1200,41,17,in,1,0
1201,41,18,out,1,0
1202,41,28,out,1,0
1203,41,33,in,3,0
1204,41,9,out,5,0
1205,41,11,in,2,0
1206,41,39,in,1,0
1207,41,6,in,1,0
1208,41,5,in,4,0
1209,41,23,out,2,0
1210,41,34,in,3,0
1211,41,2,in,1,0
1212,41,38,in,3,0
1213,41,8,out,1,0
1214,41,7,out,1,0
1215,41,37,in,1,0
1216,41,31,out,1,0
